Ligand,SMILES,LGFE(kcal/mol),LE(kcal/mol),PoseNo
Z1334294923,O=C(NCc1cnn[nH]1)[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1,-12.282,-0.472,02
Z317633246,Cc1ccc(OCCC(=O)NCc2nnc3n2CCCCC3)cc1C,-12.280,-0.491,03
Z413365722,CCCCCCNC(=O)Nc1ccc(C)c(-n2cnnn2)c1,-12.278,-0.558,03
Z1529129025,Cc1cc(CN2CCO[C@H](c3cccc(OC(F)F)c3)C2)on1,-12.273,-0.534,03
Z1872549792,CCOC(COCCNC(=O)c1ccc(C)c(S(=O)(=O)N2CCCCC2)c1)OCC,-12.271,-0.409,01
Z195309306,CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(C(C)=O)cc3)CC2)cc1,-12.269,-0.396,01
Z220420912,CCCNC(=O)CN1CCN(c2ccc3nnnn3n2)CC1,-12.264,-0.557,01
Z193494820,Cc1cc(C)n2nc(SCc3nc(N)nc(N(C)C)n3)nc2n1,-12.263,-0.533,04
Z228847956,COc1ccc(OCCN(C)c2ncnc3c2cnn3C)cc1,-12.259,-0.533,02
Z391984920,COc1ccc(CNC(=O)CCCc2nc(C(C)(C)C)no2)cc1,-12.259,-0.511,01
Z413365722,CCCCCCNC(=O)Nc1ccc(C)c(-n2cnnn2)c1,-12.259,-0.557,04
Z2936914097,NC(=O)C1=NO[C@H](CNS(=O)(=O)C[C@H]2CCC3(CCC3)O2)C1,-12.256,-0.557,01
Z1638713608,COc1ccc(C(=O)N(C)c2cc(C)ccc2C)cc1-n1cnnn1,-12.254,-0.490,01
Z401557502,CNC(=O)COc1cccc(N[C@@H](C)C(=O)Nc2cc(C)on2)c1,-12.251,-0.510,03
Z238860046,COc1ccc(C(=O)C2CCN(C(=O)c3ccccc3OC[C@@H]3CCCO3)CC2)cc1,-12.244,-0.395,02
Z1529129025,Cc1cc(CN2CCO[C@H](c3cccc(OC(F)F)c3)C2)on1,-12.236,-0.532,04
Z238860046,COc1ccc(C(=O)C2CCN(C(=O)c3ccccc3OC[C@@H]3CCCO3)CC2)cc1,-12.234,-0.395,03
Z319217066,COc1ccccc1/C=C/C=c1/sc2nc(=O)c(Cc3ccccc3Cl)nn2c1=O,-12.234,-0.408,04
Z195309306,CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(C(C)=O)cc3)CC2)cc1,-12.231,-0.395,02
Z238860046,COc1ccc(C(=O)C2CCN(C(=O)c3ccccc3OC[C@@H]3CCCO3)CC2)cc1,-12.230,-0.395,04
Z246979960,O=C(NNC(=O)c1cnccn1)c1cccc(OC[C@H]2CCCO2)c1,-12.213,-0.489,01
Z1743855876,OC[C@H]1CCCN(c2cc(N3CCC[C@@H](OCC4CC4)C3)ncn2)C1,-12.212,-0.488,01
Z195309306,CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(C(C)=O)cc3)CC2)cc1,-12.210,-0.394,03
Z30786674,CCN(CC(=O)Nc1ccc2c(c1)OCCO2)C(=O)/C(=C\c1ccccc1)n1nnnc1C,-12.204,-0.370,01
Z238860046,COc1ccc(C(=O)C2CCN(C(=O)c3ccccc3OC[C@@H]3CCCO3)CC2)cc1,-12.200,-0.394,05
Z2840238866,COc1ccc([C@@H]2CN(Cc3cc(=O)n4nccc4[nH]3)CCO2)cc1,-12.199,-0.488,01
Z1348302128,CCOc1ccccc1OCCCC(=O)Nc1ccc2nn[nH]c2c1,-12.195,-0.488,01
Z2710591964,Nc1nnc(CCNC(=O)c2ccc(O[C@@H]3CC3(F)F)cc2)o1,-12.187,-0.530,03
Z57391292,COc1ccccc1/C=C/C=c1/sc2nc(=O)c(Cc3ccccc3)nn2c1=O,-12.186,-0.420,02
Z228847956,COc1ccc(OCCN(C)c2ncnc3c2cnn3C)cc1,-12.183,-0.530,03
Z2710591964,Nc1nnc(CCNC(=O)c2ccc(O[C@@H]3CC3(F)F)cc2)o1,-12.180,-0.530,04
Z195309306,CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(C(C)=O)cc3)CC2)cc1,-12.179,-0.393,04
Z1872549792,CCOC(COCCNC(=O)c1ccc(C)c(S(=O)(=O)N2CCCCC2)c1)OCC,-12.172,-0.406,02
Z1452064451,O=C(NCCCCc1ccccc1)N[C@H]1CCOC2(CCOCC2)C1,-12.169,-0.487,01
Z391984920,COc1ccc(CNC(=O)CCCc2nc(C(C)(C)C)no2)cc1,-12.168,-0.507,02
Z195309306,CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(C(C)=O)cc3)CC2)cc1,-12.164,-0.392,05
Z647923374,COc1ccc(COCC(=O)NCC2(C(N)=O)CCOCC2)cc1,-12.155,-0.506,01
Z2710591964,Nc1nnc(CCNC(=O)c2ccc(O[C@@H]3CC3(F)F)cc2)o1,-12.150,-0.528,05
Z401557502,CNC(=O)COc1cccc(N[C@@H](C)C(=O)Nc2cc(C)on2)c1,-12.150,-0.506,04
Z2054848545,O[C@]1(Cn2ccnn2)CC[N@@H+](Cc2ccc(OCC3CC3)cc2)C1,-12.141,-0.506,01
Z425036644,CCCCOc1ccc(C(=O)Nc2ccc(-c3nnco3)cc2)cc1,-12.139,-0.486,01
Z647923374,COc1ccc(COCC(=O)NCC2(C(N)=O)CCOCC2)cc1,-12.139,-0.506,02
Z1872549792,CCOC(COCCNC(=O)c1ccc(C)c(S(=O)(=O)N2CCCCC2)c1)OCC,-12.132,-0.404,03
Z1385971626,CC1(C)[C@H]2CC[C@]1(C)[C@H](NC(=O)NCCc1nnc3n1CCC3)C2,-12.131,-0.505,02
Z1171722783,CN(CC(=O)NC[C@]1(O)CC[C@@H](C(C)(C)C)CC1)S(C)(=O)=O,-12.129,-0.551,02
Z317633246,Cc1ccc(OCCC(=O)NCc2nnc3n2CCCCC3)cc1C,-12.129,-0.485,04
Z2054848545,O[C@]1(Cn2ccnn2)CC[N@@H+](Cc2ccc(OCC3CC3)cc2)C1,-12.128,-0.505,02
Z2054848545,O[C@]1(Cn2ccnn2)CC[N@@H+](Cc2ccc(OCC3CC3)cc2)C1,-12.128,-0.505,03
Z128006698,COCCOCCCNc1cc[nH+]c(NCCCOCCOC)n1,-12.126,-0.505,01
Z317633246,Cc1ccc(OCCC(=O)NCc2nnc3n2CCCCC3)cc1C,-12.124,-0.485,05
Z413365722,CCCCCCNC(=O)Nc1ccc(C)c(-n2cnnn2)c1,-12.124,-0.551,05
Z2761818122,CCn1ncc(C[N@H+]2C[C@H](N3CCO[C@H](c4nc(C)no4)C3)C2)n1,-12.121,-0.505,02
Z1268952929,CCCc1nnc([C@@H]2CN(Cc3nnc(C4CCC4)o3)CCO2)[nH]1,-12.119,-0.505,01
Z2840238866,COc1ccc([C@@H]2CN(Cc3cc(=O)n4nccc4[nH]3)CCO2)cc1,-12.114,-0.485,02
Z647923374,COc1ccc(COCC(=O)NCC2(C(N)=O)CCOCC2)cc1,-12.114,-0.505,03
Z1529129025,Cc1cc(CN2CCO[C@H](c3cccc(OC(F)F)c3)C2)on1,-12.112,-0.527,05
Z52468514,CC(=O)c1ccc(OCCCC(=O)N(Cc2ccc3c(c2)OCO3)C2CCCC2)cc1,-12.110,-0.391,01
Z731164070,NC(=O)C[N@H+]1CC[C@H](NC(=O)c2ccnc(-n3cncn3)c2)CC1,-12.109,-0.505,01
Z966629710,O=C(COCC1CC1)NCCC(=O)N1CCN(c2ccccn2)CC1,-12.106,-0.484,02
Z1552986787,O=C(CCC(=O)N1CCC[C@H](c2nnc(C3CC3)[nH]2)C1)c1ccc2c(c1)CCC2,-12.102,-0.417,01
Z359699774,N#CCc1ccc(OCc2nc(COc3ccc(F)cc3)no2)cc1,-12.097,-0.484,01
Z1638713608,COc1ccc(C(=O)N(C)c2cc(C)ccc2C)cc1-n1cnnn1,-12.095,-0.484,02
Z2054848545,O[C@]1(Cn2ccnn2)CC[N@@H+](Cc2ccc(OCC3CC3)cc2)C1,-12.091,-0.504,04
Z319217066,COc1ccccc1/C=C/C=c1/sc2nc(=O)c(Cc3ccccc3Cl)nn2c1=O,-12.091,-0.403,05
Z359699774,N#CCc1ccc(OCc2nc(COc3ccc(F)cc3)no2)cc1,-12.086,-0.483,02
Z647923374,COc1ccc(COCC(=O)NCC2(C(N)=O)CCOCC2)cc1,-12.082,-0.503,04
Z1171722783,CN(CC(=O)NC[C@]1(O)CC[C@@H](C(C)(C)C)CC1)S(C)(=O)=O,-12.079,-0.549,03
Z647923374,COc1ccc(COCC(=O)NCC2(C(N)=O)CCOCC2)cc1,-12.078,-0.503,05
Z2054848545,O[C@]1(Cn2ccnn2)CC[N@@H+](Cc2ccc(OCC3CC3)cc2)C1,-12.070,-0.503,05
Z966629710,O=C(COCC1CC1)NCCC(=O)N1CCN(c2ccccn2)CC1,-12.070,-0.483,03
Z425036644,CCCCOc1ccc(C(=O)Nc2ccc(-c3nnco3)cc2)cc1,-12.069,-0.483,02
Z1393100271,C[C@H]1Oc2ccc(C(=O)[C@H]3CC[N@@H+](C[C@@H](O)COC4CCOCC4)CC3)cc2NC1=O,-12.066,-0.389,04
Z28276809,COc1ccc(CCN2C[C@H](C(=O)NC(C)(C)C)CC2=O)cc1OC,-12.066,-0.483,02
Z425036644,CCCCOc1ccc(C(=O)Nc2ccc(-c3nnco3)cc2)cc1,-12.064,-0.483,03
Z425036644,CCCCOc1ccc(C(=O)Nc2ccc(-c3nnco3)cc2)cc1,-12.058,-0.482,04
Z1452064451,O=C(NCCCCc1ccccc1)N[C@H]1CCOC2(CCOCC2)C1,-12.054,-0.482,02
Z1552986787,O=C(CCC(=O)N1CCC[C@H](c2nnc(C3CC3)[nH]2)C1)c1ccc2c(c1)CCC2,-12.047,-0.415,02
Z425036644,CCCCOc1ccc(C(=O)Nc2ccc(-c3nnco3)cc2)cc1,-12.043,-0.482,05
Z401557502,CNC(=O)COc1cccc(N[C@@H](C)C(=O)Nc2cc(C)on2)c1,-12.036,-0.501,05
Z2840238866,COc1ccc([C@@H]2CN(Cc3cc(=O)n4nccc4[nH]3)CCO2)cc1,-12.032,-0.481,03
Z109828892,CNC(=O)[C@H]1CN(C(=O)C2CCN(S(=O)(=O)c3cccc(C(C)=O)c3)CC2)c2ccccc2O1,-12.029,-0.354,03
Z2732436885,COc1ccc(-c2noc(CCCC(=O)Nc3nn[nH]c3C)n2)cc1,-12.028,-0.481,01
Z1393100271,C[C@H]1Oc2ccc(C(=O)[C@H]3CC[N@@H+](C[C@@H](O)COC4CCOCC4)CC3)cc2NC1=O,-12.027,-0.388,05
Z1452064451,O=C(NCCCCc1ccccc1)N[C@H]1CCOC2(CCOCC2)C1,-12.016,-0.481,03
Z1638713608,COc1ccc(C(=O)N(C)c2cc(C)ccc2C)cc1-n1cnnn1,-12.009,-0.480,03
Z854875080,Cc1nnc([O-])c(C(=O)Nc2cccc(COCC3CC3)c2)c1C,-12.003,-0.500,01
Z52468514,CC(=O)c1ccc(OCCCC(=O)N(Cc2ccc3c(c2)OCO3)C2CCCC2)cc1,-12.001,-0.387,02
Z2161439218,CNS(=O)(=O)N1CCN(CC(=O)NCc2cccc(C)c2)CC1,-11.995,-0.522,01
Z1638713608,COc1ccc(C(=O)N(C)c2cc(C)ccc2C)cc1-n1cnnn1,-11.990,-0.480,04
Z220420912,CCCNC(=O)CN1CCN(c2ccc3nnnn3n2)CC1,-11.990,-0.545,02
Z2699746956,Cc1noc([C@H]2CN(C(=O)NC[C@H]3C[C@H](C)O[C@H]3C)C[C@@H](C)O2)n1,-11.990,-0.500,01
Z1171722783,CN(CC(=O)NC[C@]1(O)CC[C@@H](C(C)(C)C)CC1)S(C)(=O)=O,-11.988,-0.545,04
Z391984920,COc1ccc(CNC(=O)CCCc2nc(C(C)(C)C)no2)cc1,-11.985,-0.499,03
Z2227156587,CC(C)(C)c1ccc(SCC(=O)Nc2nnc3[nH]cnn23)cc1,-11.984,-0.521,02
Z802784720,Cc1noc([C@@H]2CCCN(Cc3nc4c(cnn4C)c(=O)[nH]3)C2)n1,-11.984,-0.499,01
Z1334294923,O=C(NCc1cnn[nH]1)[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1,-11.981,-0.461,03
Z1452064451,O=C(NCCCCc1ccccc1)N[C@H]1CCOC2(CCOCC2)C1,-11.975,-0.479,04
Z1385442439,CC(C)c1nc(CNc2cccc(OCc3cccc(C#N)c3)c2)no1,-11.971,-0.460,01
Z1171722783,CN(CC(=O)NC[C@]1(O)CC[C@@H](C(C)(C)C)CC1)S(C)(=O)=O,-11.970,-0.544,05
Z1607218150,Cc1nc(NC[C@@H]2COC3(CCOCC3)O2)nc(C)c1Cc1ccc(Cl)cc1,-11.970,-0.428,01
Z2385383272,COc1cccc(C[NH2+]C[C@H]2C[C@H](c3nnc(C)[nH]3)C[C@H]2O)c1,-11.970,-0.520,01
Z2385383272,COc1cccc(C[NH2+]C[C@H]2C[C@H](c3nnc(C)[nH]3)C[C@H]2O)c1,-11.970,-0.520,02
Z769794590,CN(CC(=O)NCc1nnc2n1CCCC2)c1ncnc2[nH]cnc12,-11.970,-0.479,01
Z227548446,COc1ccccc1-c1cc(CSc2nnc(C(C)(C)C)[nH]2)on1,-11.967,-0.499,01
Z2227156587,CC(C)(C)c1ccc(SCC(=O)Nc2nnc3[nH]cnn23)cc1,-11.966,-0.520,03
Z193494820,Cc1cc(C)n2nc(SCc3nc(N)nc(N(C)C)n3)nc2n1,-11.956,-0.520,05
Z128006698,COCCOCCCNc1cc[nH+]c(NCCCOCCOC)n1,-11.952,-0.498,02
Z1462421438,Cc1nnc([C@@H]2CCCN2CCOc2ccc(C(C)C)c(C)c2)o1,-11.950,-0.498,01
Z137709030,C[N@@H+](CCO)CC(=O)N1CCC[C@H]1c1ccc2c(c1)OCCCO2,-11.949,-0.498,01
Z391984920,COc1ccc(CNC(=O)CCCc2nc(C(C)(C)C)no2)cc1,-11.948,-0.498,04
Z1139215782,Cc1cn2nc(N3CCO[C@@H](Cn4nc(C)cc4C)C3)sc2n1,-11.947,-0.519,01
Z422626966,COc1cc(CNC(=O)[C@H]2CCC(=O)N2)ccc1OC[C@H]1CCCO1,-11.944,-0.478,01
Z228847956,COc1ccc(OCCN(C)c2ncnc3c2cnn3C)cc1,-11.943,-0.519,04
Z2439080788,CCCC[C@@H](N)C(=O)Nc1cc(Cl)c(OCCOC)c(Cl)c1,-11.940,-0.543,01
Z391984920,COc1ccc(CNC(=O)CCCc2nc(C(C)(C)C)no2)cc1,-11.934,-0.497,05
Z1757599584,COc1ccc(Cc2noc([C@H](NC(C)=O)C3CCOCC3)n2)cc1,-11.932,-0.477,02
Z228847956,COc1ccc(OCCN(C)c2ncnc3c2cnn3C)cc1,-11.931,-0.519,05
Z921418618,O=C(COc1ccc(OCC2CC2)cc1)N[C@H]1CCS(=O)(=O)C1,-11.928,-0.519,01
Z2699746956,Cc1noc([C@H]2CN(C(=O)NC[C@H]3C[C@H](C)O[C@H]3C)C[C@@H](C)O2)n1,-11.923,-0.497,02
Z137709030,C[N@@H+](CCO)CC(=O)N1CCC[C@H]1c1ccc2c(c1)OCCCO2,-11.919,-0.497,02
Z1607218150,Cc1nc(NC[C@@H]2COC3(CCOCC3)O2)nc(C)c1Cc1ccc(Cl)cc1,-11.918,-0.426,02
Z900386116,COC[C@H](C)N(C)S(=O)(=O)c1cccc(-n2cnnn2)c1,-11.917,-0.567,01
Z422626966,COc1cc(CNC(=O)[C@H]2CCC(=O)N2)ccc1OC[C@H]1CCCO1,-11.912,-0.476,02
Z1348302128,CCOc1ccccc1OCCCC(=O)Nc1ccc2nn[nH]c2c1,-11.911,-0.476,02
Z1452064451,O=C(NCCCCc1ccccc1)N[C@H]1CCOC2(CCOCC2)C1,-11.909,-0.476,05
Z2385383272,COc1cccc(C[NH2+]C[C@H]2C[C@H](c3nnc(C)[nH]3)C[C@H]2O)c1,-11.907,-0.518,03
Z966629710,O=C(COCC1CC1)NCCC(=O)N1CCN(c2ccccn2)CC1,-11.906,-0.476,04
Z1607097970,Clc1cccc(-n2ncc(-c3nc(-c4cnccn4)no3)n2)c1,-11.899,-0.517,02
Z359699774,N#CCc1ccc(OCc2nc(COc3ccc(F)cc3)no2)cc1,-11.898,-0.476,03
Z2761818122,CCn1ncc(C[N@H+]2C[C@H](N3CCO[C@H](c4nc(C)no4)C3)C2)n1,-11.895,-0.496,03
Z2840238866,COc1ccc([C@@H]2CN(Cc3cc(=O)n4nccc4[nH]3)CCO2)cc1,-11.892,-0.476,04
Z2282838697,Cc1noc(CCCC(=O)NCc2cc(C3CC3)ccc2F)n1,-11.891,-0.517,02
Z1638713608,COc1ccc(C(=O)N(C)c2cc(C)ccc2C)cc1-n1cnnn1,-11.889,-0.476,05
Z2161439218,CNS(=O)(=O)N1CCN(CC(=O)NCc2cccc(C)c2)CC1,-11.889,-0.517,02
Z383166344,CC(C)c1noc(CCC(=O)Nc2ccc(N3CCOCC3)cn2)n1,-11.888,-0.476,01
Z1306866311,CO[C@]1(C)C[C@@H](NC(=O)NCc2cccc(-n3cncn3)c2)C1(C)C,-11.887,-0.475,01
Z1385442439,CC(C)c1nc(CNc2cccc(OCc3cccc(C#N)c3)c2)no1,-11.880,-0.457,02
Z873302630,C[N@@H+](CCNC(=O)Nc1cccc(-c2nnco2)c1)C1CCCCC1,-11.880,-0.475,01
Z1306866311,CO[C@]1(C)C[C@@H](NC(=O)NCc2cccc(-n3cncn3)c2)C1(C)C,-11.877,-0.475,02
Z731164070,NC(=O)C[N@H+]1CC[C@H](NC(=O)c2ccnc(-n3cncn3)c2)CC1,-11.877,-0.495,02
Z359699774,N#CCc1ccc(OCc2nc(COc3ccc(F)cc3)no2)cc1,-11.876,-0.475,04
Z359699774,N#CCc1ccc(OCc2nc(COc3ccc(F)cc3)no2)cc1,-11.872,-0.475,05
Z2179562030,CCN(Cc1ccc(OC)cc1)c1cc(N2CCOCC2)ncn1,-11.866,-0.494,01
Z137709030,C[N@@H+](CCO)CC(=O)N1CCC[C@H]1c1ccc2c(c1)OCCCO2,-11.865,-0.494,03
Z46059932,CCNC(=O)COc1ccc(/C=C/C(=O)c2ccc3c(c2)OCO3)cc1OCC,-11.861,-0.409,01
Z321271588,CCS(=O)(=O)N1CCC(NC(=O)CCSCC(N)=O)CC1,-11.860,-0.565,01
Z2832180499,COc1ccc(OCC(=O)NCCN(C)CCS(C)(=O)=O)cc1,-11.857,-0.516,01
Z2385383272,COc1cccc(C[NH2+]C[C@H]2C[C@H](c3nnc(C)[nH]3)C[C@H]2O)c1,-11.856,-0.515,04
Z2383805756,CC[C@@H]1C[C@H](C[N@H+]2CC[C@H](c3nnc(C(=O)NC)[nH]3)CC2)CCO1,-11.855,-0.494,01
Z1256587085,CCO[C@@H]1C[C@@H](O)C12CCN(c1ccc(-n3ccc(C)n3)nn1)CC2,-11.852,-0.474,01
Z731164070,NC(=O)C[N@H+]1CC[C@H](NC(=O)c2ccnc(-n3cncn3)c2)CC1,-11.848,-0.494,03
Z1385971626,CC1(C)[C@H]2CC[C@]1(C)[C@H](NC(=O)NCCc1nnc3n1CCC3)C2,-11.845,-0.494,03
Z1250762090,Cc1cccc(OCCCCC(=O)N[C@@H](c2nnc(C)[nH]2)C(C)C)c1,-11.842,-0.474,01
Z2227156587,CC(C)(C)c1ccc(SCC(=O)Nc2nnc3[nH]cnn23)cc1,-11.839,-0.515,04
Z266491268,COc1ccc(NC[C@H](O)COc2ccc(C(C)=O)cc2OC)cc1,-11.834,-0.473,01
Z1348302128,CCOc1ccccc1OCCCC(=O)Nc1ccc2nn[nH]c2c1,-11.828,-0.473,03
Z422626966,COc1cc(CNC(=O)[C@H]2CCC(=O)N2)ccc1OC[C@H]1CCCO1,-11.828,-0.473,03
Z2900814537,CNC(=O)C[N@H+]1CC[C@@H](Cc2nc(-c3cccc(C)n3)no2)CC1,-11.827,-0.493,05
Z109828892,CNC(=O)[C@H]1CN(C(=O)C2CCN(S(=O)(=O)c3cccc(C(C)=O)c3)CC2)c2ccccc2O1,-11.825,-0.348,04
Z321271588,CCS(=O)(=O)N1CCC(NC(=O)CCSCC(N)=O)CC1,-11.823,-0.563,02
Z731164070,NC(=O)C[N@H+]1CC[C@H](NC(=O)c2ccnc(-n3cncn3)c2)CC1,-11.823,-0.493,04
Z2227156587,CC(C)(C)c1ccc(SCC(=O)Nc2nnc3[nH]cnn23)cc1,-11.818,-0.514,05
Z873302630,C[N@@H+](CCNC(=O)Nc1cccc(-c2nnco2)c1)C1CCCCC1,-11.818,-0.473,02
Z1564988027,COCCN1CCN(Cc2coc(-c3cccc(Cl)c3)n2)CC1=O,-11.816,-0.492,01
Z30786674,CCN(CC(=O)Nc1ccc2c(c1)OCCO2)C(=O)/C(=C\c1ccccc1)n1nnnc1C,-11.816,-0.358,02
Z2282838697,Cc1noc(CCCC(=O)NCc2cc(C3CC3)ccc2F)n1,-11.815,-0.514,03
Z2282838697,Cc1noc(CCCC(=O)NCc2cc(C3CC3)ccc2F)n1,-11.815,-0.514,04
Z1334294923,O=C(NCc1cnn[nH]1)[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1,-11.812,-0.454,04
Z51007101,N#CC1(NC(=O)COc2cccc(-n3cnnn3)c2)CCCC1,-11.812,-0.514,02
Z1939904428,COc1ccc(NC(=O)CN2CCO[C@@]3(CCO[C@H]3C)C2)cc1,-11.807,-0.513,01
Z2840238866,COc1ccc([C@@H]2CN(Cc3cc(=O)n4nccc4[nH]3)CCO2)cc1,-11.806,-0.472,05
Z814362068,COc1ccc(OCCCNC(=O)N2CC[C@@H](C(N)=O)C2)cc1,-11.806,-0.513,01
Z1252336609,Cc1noc(-c2ccnc(N3CCN(CC(=O)NC4CC4)CC3)c2)n1,-11.805,-0.472,01
Z1998130344,COc1cccc(C2CCN(S(=O)(=O)C[C@@H](C)OC)CC2)c1,-11.804,-0.537,01
Z2385383272,COc1cccc(C[NH2+]C[C@H]2C[C@H](c3nnc(C)[nH]3)C[C@H]2O)c1,-11.802,-0.513,05
Z383166344,CC(C)c1noc(CCC(=O)Nc2ccc(N3CCOCC3)cn2)n1,-11.802,-0.472,02
Z425099474,CC(=O)c1cc2c(cc1NC(=O)CN1CC[NH+](CCSc3ccccc3)CC1)OCO2,-11.802,-0.381,04
Z1385442439,CC(C)c1nc(CNc2cccc(OCc3cccc(C#N)c3)c2)no1,-11.796,-0.454,03
Z1252336609,Cc1noc(-c2ccnc(N3CCN(CC(=O)NC4CC4)CC3)c2)n1,-11.795,-0.472,02
Z424152366,C[C@@H](C[NH+]1CCOCC1)NC(=O)c1ccc(-n2cnnn2)cc1,-11.793,-0.513,01
Z5620697332,C[NH+](C)CC1(c2nc(-c3cccc(-n4cncn4)c3)no2)CC1,-11.790,-0.513,01
Z872091098,CC[C@H]1CC[C@@H](CNC(=O)CCc2nc(-c3cccnc3)no2)CC1,-11.789,-0.472,02
Z321271588,CCS(=O)(=O)N1CCC(NC(=O)CCSCC(N)=O)CC1,-11.787,-0.561,03
Z1385442439,CC(C)c1nc(CNc2cccc(OCc3cccc(C#N)c3)c2)no1,-11.782,-0.453,04
Z1872549792,CCOC(COCCNC(=O)c1ccc(C)c(S(=O)(=O)N2CCCCC2)c1)OCC,-11.779,-0.393,04
Z2282838697,Cc1noc(CCCC(=O)NCc2cc(C3CC3)ccc2F)n1,-11.779,-0.512,05
Z246979960,O=C(NNC(=O)c1cnccn1)c1cccc(OC[C@H]2CCCO2)c1,-11.777,-0.471,02
Z2847006838,Cc1ccc(C)c(OC[C@H](O)Cn2cc([C@@H]([NH3+])[C@@H]3CCCO3)nn2)c1,-11.777,-0.471,01
Z826520874,CCc1noc(CS(=O)(=O)C[C@@H](O)c2ccc(C)c(C)c2)n1,-11.775,-0.535,01
Z1139408715,COc1ccccc1OCCNC(=O)CN[C@H]1CCc2ncnn2C1,-11.771,-0.471,01
Z27661782,CC(=O)c1ccc(OCCCC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,-11.771,-0.392,01
Z137709030,C[N@@H+](CCO)CC(=O)N1CCC[C@H]1c1ccc2c(c1)OCCCO2,-11.769,-0.490,04
Z2161439218,CNS(=O)(=O)N1CCN(CC(=O)NCc2cccc(C)c2)CC1,-11.769,-0.512,03
Z2732436885,COc1ccc(-c2noc(CCCC(=O)Nc3nn[nH]c3C)n2)cc1,-11.766,-0.471,02
Z1447399995,Cc1ccc([C@@H](C)NC(=O)CN2CCOC3(CCOCC3)C2)cc1C,-11.762,-0.470,01
Z1626808508,Cc1cccc(CSCC(=O)N2CCO[C@H](c3noc(C)n3)C2)c1,-11.759,-0.490,01
Z52468514,CC(=O)c1ccc(OCCCC(=O)N(Cc2ccc3c(c2)OCO3)C2CCCC2)cc1,-11.756,-0.379,03
Z1385442439,CC(C)c1nc(CNc2cccc(OCc3cccc(C#N)c3)c2)no1,-11.752,-0.452,05
Z109828892,CNC(=O)[C@H]1CN(C(=O)C2CCN(S(=O)(=O)c3cccc(C(C)=O)c3)CC2)c2ccccc2O1,-11.751,-0.346,05
Z966629710,O=C(COCC1CC1)NCCC(=O)N1CCN(c2ccccn2)CC1,-11.750,-0.470,05
Z26552713,Cc1cccc(OCC(=O)Nc2ccc(-n3cnnn3)cc2)c1,-11.745,-0.511,01
Z137709030,C[N@@H+](CCO)CC(=O)N1CCC[C@H]1c1ccc2c(c1)OCCCO2,-11.742,-0.489,05
Z1256587085,CCO[C@@H]1C[C@@H](O)C12CCN(c1ccc(-n3ccc(C)n3)nn1)CC2,-11.739,-0.470,02
Z1171344530,COc1cccc(NC(=O)CONC(=O)CCOc2ccccc2)c1,-11.737,-0.469,01
Z246979960,O=C(NNC(=O)c1cnccn1)c1cccc(OC[C@H]2CCCO2)c1,-11.736,-0.469,03
Z2699746956,Cc1noc([C@H]2CN(C(=O)NC[C@H]3C[C@H](C)O[C@H]3C)C[C@@H](C)O2)n1,-11.734,-0.489,03
Z321271588,CCS(=O)(=O)N1CCC(NC(=O)CCSCC(N)=O)CC1,-11.733,-0.559,04
Z2439080788,CCCC[C@@H](N)C(=O)Nc1cc(Cl)c(OCCOC)c(Cl)c1,-11.723,-0.533,02
Z1306866311,CO[C@]1(C)C[C@@H](NC(=O)NCc2cccc(-n3cncn3)c2)C1(C)C,-11.721,-0.469,03
Z873302630,C[N@@H+](CCNC(=O)Nc1cccc(-c2nnco2)c1)C1CCCCC1,-11.715,-0.469,03
Z1872549792,CCOC(COCCNC(=O)c1ccc(C)c(S(=O)(=O)N2CCCCC2)c1)OCC,-11.714,-0.390,05
Z1306866311,CO[C@]1(C)C[C@@H](NC(=O)NCc2cccc(-n3cncn3)c2)C1(C)C,-11.713,-0.469,04
Z424152366,C[C@@H](C[NH+]1CCOCC1)NC(=O)c1ccc(-n2cnnn2)cc1,-11.711,-0.509,02
Z1139408715,COc1ccccc1OCCNC(=O)CN[C@H]1CCc2ncnn2C1,-11.705,-0.468,02
Z1626906426,COCc1nc([C@H]2CCCCCN2C(=O)c2ccc(C(C)=O)cc2)no1,-11.693,-0.450,01
Z1166121276,Cc1nnc(SCc2nc(Cc3cccc(Cl)c3)no2)n1N,-11.686,-0.531,01
Z128006698,COCCOCCCNc1cc[nH+]c(NCCCOCCOC)n1,-11.686,-0.487,03
Z383166344,CC(C)c1noc(CCC(=O)Nc2ccc(N3CCOCC3)cn2)n1,-11.685,-0.467,03
Z128006698,COCCOCCCNc1cc[nH+]c(NCCCOCCOC)n1,-11.681,-0.487,04
Z872091098,CC[C@H]1CC[C@@H](CNC(=O)CCc2nc(-c3cccnc3)no2)CC1,-11.680,-0.467,03
Z114950992,CCOc1cc2c(cc1/C=C/C(=O)c1ccc3c(c1)NC(=O)CO3)O[C@H](C)C2,-11.678,-0.417,01
